"","Exhaust.System.Specialists","Intake.System.Specialists","Fuel.Emissions.Specialists","Drivetrain.Specialists","Repair.Date"
"88211",1,1,1,1,2017-01-25
"88212",1,1,1,2,2017-01-28
"88213",1,1,1,1,2017-01-27
"88214",3,2,1,2,2017-01-25
"88215",1,1,2,1,2017-01-24
"88216",1,1,1,1,2017-01-28
"88217",3,2,2,2,2017-02-16
"88218",3,2,1,1,2017-02-15
"88219",3,2,1,2,2017-02-07
"88220",3,2,2,1,2017-02-01
"88221",3,2,1,1,2017-02-15
"88222",1,1,2,1,2017-02-14
"88223",1,1,1,2,2017-02-10
"88224",3,2,2,2,2017-02-05
"88225",3,2,1,1,2017-02-05
"88226",3,2,1,1,2017-01-28
"88227",2,4,2,2,2017-02-01
"88228",1,1,2,2,2017-02-05
"88229",1,1,2,2,2017-02-08
"88230",3,2,2,2,2017-02-03
"88231",1,1,2,1,2017-02-12
"88232",3,2,2,2,2017-02-03
"88233",3,2,1,2,2017-02-02
"88234",3,2,2,2,2017-02-10
"88235",3,2,2,1,2017-02-15
"88236",1,1,2,1,2017-01-31
"88237",1,1,2,2,2017-01-25
"88238",1,1,2,1,2017-01-25
"88239",1,1,2,2,2017-02-05
"88240",1,1,2,2,2017-01-27
"88241",1,1,1,2,2017-02-10
"88242",3,2,2,1,2017-02-10
"88243",1,1,1,1,2017-02-11
"88244",3,2,1,1,2017-01-27
"88245",1,1,1,2,2017-01-27
"88246",3,2,1,1,2017-02-03
"88247",3,2,1,2,2017-01-29
"88248",3,2,1,2,2017-02-01
"88249",1,1,1,1,2017-01-29
"88250",3,2,2,1,2017-02-09
"88251",1,1,1,1,2017-02-12
"88252",1,1,1,1,2017-01-27
"88253",3,2,2,2,2017-01-26
"88254",1,1,1,1,2017-02-01
"88255",1,1,1,0,2017-01-26
"88256",3,2,1,2,2017-01-30
"88257",3,2,2,1,2017-02-10
"88258",3,2,1,2,2017-02-03
"88259",1,1,1,2,2017-02-08
"88260",3,2,2,1,2017-01-30
"88261",1,1,1,1,2017-01-27
"88262",3,2,2,1,2017-02-11
"88263",1,1,2,2,2017-02-12
"88264",1,1,1,2,2017-02-05
"88265",4,2,2,2,2017-01-28
"88266",3,2,0,1,2017-01-31
"88267",3,2,1,2,2017-01-26
"88268",1,1,1,1,2017-02-05
"88269",1,1,1,2,2017-02-01
"88270",1,1,2,2,2017-02-02
"88271",3,2,1,2,2017-02-15
"88272",3,2,1,1,2017-02-03
"88273",3,2,1,1,2017-02-13
"88274",1,1,2,2,2017-02-12
"88275",1,1,2,2,2017-01-31
"88276",3,2,2,2,2017-01-29
"88277",1,1,1,2,2017-01-29
"88278",1,1,2,1,2017-02-08
"88279",1,1,3,2,2017-01-28
"88280",3,2,2,2,2017-01-28
"88281",1,1,1,2,2017-01-26
"88282",1,1,1,2,2017-01-31
"88283",3,2,2,0,2017-01-28
"88284",3,2,2,2,2017-01-30
"88285",3,2,2,2,2017-01-26
"88286",3,2,1,1,2017-01-24
"88287",3,2,1,2,2017-01-31
"88288",1,1,1,1,2017-01-25
"88289",3,2,2,2,2017-02-07
"88290",1,1,2,2,2017-02-11
"88291",1,1,2,2,2017-01-24
"88292",1,1,2,2,2017-01-24
"88293",1,1,1,1,2017-01-24
"88294",3,2,1,2,2017-02-08
"88295",3,2,1,1,2017-02-05
"88296",1,1,1,1,2017-02-07
"88297",3,2,2,2,2017-02-11
"88298",1,1,2,1,2017-02-12
"88299",1,1,2,2,2017-02-10
"88300",1,1,2,2,2017-01-28
"88301",3,2,2,3,2017-02-11
"88302",1,1,2,1,2017-02-02
"88303",3,2,2,1,2017-02-06
"88304",1,1,2,2,2017-01-25
"88305",3,2,1,1,2017-01-31
"88306",3,2,1,1,2017-02-05
"88307",1,1,2,1,2017-01-30
"88308",1,1,2,2,2017-01-24
"88309",3,2,1,1,2017-02-05
"88310",1,1,1,2,2017-01-28
"88311",3,2,1,1,2017-01-31
"88312",1,1,1,2,2017-02-07
"88313",1,1,1,1,2017-02-11
"88314",1,1,2,1,2017-01-26
"88315",3,2,1,1,2017-01-26
"88316",3,2,1,2,2017-02-06
"88317",3,2,1,1,2017-01-28
"88318",3,2,1,1,2017-02-12
"88319",3,2,1,2,2017-02-09
"88320",1,1,1,2,2017-02-15
"88321",1,1,2,2,2017-02-04
"88322",3,2,2,2,2017-01-26
"88323",3,2,1,1,2017-02-12
"88324",1,1,1,1,2017-02-15
"88325",1,1,1,2,2017-02-09
"88326",1,1,1,0,2017-02-11
"88327",3,2,1,2,2017-01-29
"88328",1,1,1,2,2017-01-27
"88329",1,1,1,1,2017-02-01
"88330",1,1,1,1,2017-02-01
"88331",1,1,1,2,2017-01-30
"88332",1,1,1,1,2017-01-31
"88333",3,2,2,1,2017-01-27
"88334",3,2,2,2,2017-02-02
"88335",3,2,2,2,2017-02-01
"88336",1,1,2,2,2017-01-24
"88337",1,1,1,2,2017-01-31
"88338",3,2,1,1,2017-02-02
"88339",3,2,3,2,2017-02-05
"88340",3,2,1,1,2017-01-25
"88341",1,1,1,1,2017-01-28
"88342",1,1,1,1,2017-02-09
"88343",3,2,1,1,2017-02-14
"88344",1,1,1,2,2017-02-02
"88345",1,1,2,1,2017-02-04
"88346",1,1,2,2,2017-01-29
"88347",1,1,2,0,2017-02-13
"88348",1,1,1,1,2017-02-01
"88349",3,2,1,2,2017-01-30
"88350",3,2,1,1,2017-02-10
"88351",2,4,2,2,2017-01-29
"88352",1,1,1,1,2017-02-15
"88353",3,2,1,2,2017-01-27
"88354",3,2,1,1,2017-02-08
"88355",3,2,1,1,2017-02-14
"88356",1,1,2,2,2017-02-05
"88357",3,2,1,1,2017-01-26
"88358",1,1,2,0,2017-01-28
"88359",1,1,1,1,2017-02-02
"88360",1,1,2,2,2017-02-08
"88361",1,1,1,1,2017-01-28
"88362",1,1,1,1,2017-01-30
"88363",3,2,1,1,2017-02-07
"88364",2,4,2,2,2017-02-11
"88365",1,1,1,2,2017-02-12
"88366",1,1,2,2,2017-01-27
"88367",1,1,2,2,2017-02-01
"88368",1,1,2,1,2017-02-04
"88369",1,1,1,1,2017-02-04
"88370",1,1,1,1,2017-01-28
"88371",1,1,2,2,2017-02-15
"88372",3,2,1,2,2017-02-02
"88373",4,2,1,1,2017-01-24
"88374",1,1,1,1,2017-02-08
"88375",1,1,1,1,2017-02-09
"88376",1,1,2,1,2017-01-26
"88377",1,1,2,2,2017-01-27
"88378",1,1,1,2,2017-02-10
"88379",3,2,2,1,2017-01-27
"88380",1,1,2,2,2017-01-27
"88381",1,1,2,3,2017-02-14
"88382",1,1,2,2,2017-01-30
"88383",1,1,2,2,2017-02-09
"88384",1,1,2,2,2017-01-28
"88385",3,2,1,2,2017-01-28
"88386",1,1,1,2,2017-02-07
"88387",1,1,1,1,2017-01-30
"88388",3,2,1,1,2017-01-30
"88389",1,1,1,2,2017-01-30
"88390",3,2,2,3,2017-02-03
"88391",1,1,2,2,2017-02-03
"88392",1,1,2,2,2017-02-01
"88393",1,1,2,2,2017-01-25
"88394",3,2,2,1,2017-02-01
"88395",3,2,2,2,2017-01-31
"88396",3,2,1,1,2017-02-14
"88397",1,1,1,2,2017-02-14
"88398",1,1,1,1,2017-02-08
"88399",3,2,1,1,2017-02-12
"88400",1,1,2,1,2017-02-05
"88401",3,2,1,2,2017-02-05
"88402",1,1,2,2,2017-01-30
"88403",1,1,2,2,2017-01-30
"88404",3,2,1,0,2017-02-08
"88405",3,2,2,2,2017-01-27
"88406",1,1,2,2,2017-02-05
"88407",1,1,2,2,2017-02-03
"88408",3,2,1,2,2017-02-12
"88409",1,1,1,1,2017-02-11
"88410",1,1,1,1,2017-02-07
"88411",1,1,2,2,2017-02-03
"88412",3,2,1,2,2017-01-26
"88413",3,2,1,1,2017-02-13
"88414",1,1,2,2,2017-02-14
"88415",3,2,1,2,2017-02-08
"88416",3,2,2,1,2017-02-07
"88417",3,2,1,1,2017-01-31
"88418",3,2,2,1,2017-02-09
"88419",1,1,2,1,2017-02-06
"88420",3,2,2,2,2017-02-01
"88421",1,1,2,2,2017-02-09
"88422",1,1,1,1,2017-01-30
"88423",3,2,1,1,2017-02-10
"88424",3,2,2,2,2017-02-02
"88425",1,1,1,1,2017-02-12
"88426",3,2,2,1,2017-02-04
"88427",1,1,1,2,2017-02-05
"88428",1,1,2,2,2017-02-07
"88429",1,1,1,2,2017-01-31
"88430",1,1,2,2,2017-01-27
"88431",1,1,1,2,2017-01-27
"88432",3,2,2,1,2017-02-01
"88433",3,2,2,2,2017-02-03
"88434",1,1,1,1,2017-02-15
"88435",3,2,1,2,2017-02-14
"88436",1,1,1,1,2017-01-27
"88437",1,1,0,0,2017-02-09
"88438",3,2,1,1,2017-02-02
"88439",3,2,2,2,2017-02-13
"88440",1,1,1,2,2017-02-01
"88441",1,1,2,2,2017-02-05
"88442",1,1,2,2,2017-02-01
"88443",3,2,1,1,2017-02-11
"88444",1,1,1,2,2017-01-27
"88445",1,1,2,2,2017-02-02
"88446",0,1,1,1,2017-02-13
"88447",1,1,2,1,2017-01-30
"88448",1,1,2,1,2017-02-10
"88449",1,1,2,2,2017-01-29
"88450",1,1,1,1,2017-02-07
"88451",1,1,2,2,2017-01-28
"88452",3,2,1,1,2017-02-08
"88453",1,1,1,1,2017-02-09
"88454",1,1,1,1,2017-02-07
"88455",3,2,1,1,2017-02-07
"88456",3,2,2,3,2017-02-12
"88457",3,2,1,1,2017-02-02
"88458",3,2,2,1,2017-02-02
"88459",1,1,1,2,2017-02-11
"88460",1,1,1,2,2017-02-07
"88461",1,1,1,1,2017-02-11
"88462",3,2,1,1,2017-02-11
"88463",1,1,2,2,2017-02-05
"88464",1,1,2,1,2017-01-27
"88465",3,2,1,2,2017-02-14
"88466",1,1,1,2,2017-01-25
"88467",1,1,3,1,2017-01-25
"88468",1,1,1,1,2017-01-26
"88469",3,2,1,1,2017-02-10
"88470",1,1,1,1,2017-02-01
"88471",3,2,1,2,2017-02-10
"88472",3,2,2,2,2017-02-04
"88473",1,1,0,1,2017-02-09
"88474",1,1,2,2,2017-01-28
"88475",3,2,1,1,2017-02-02
"88476",1,1,1,1,2017-02-09
"88477",3,2,1,2,2017-01-27
"88478",1,1,2,2,2017-02-14
"88479",1,1,1,2,2017-02-11
"88480",3,2,2,1,2017-01-31
"88481",3,2,1,2,2017-01-31
"88482",1,1,1,1,2017-01-26
"88483",0,1,2,2,2017-02-16
"88484",1,1,1,2,2017-01-31
"88485",1,1,2,1,2017-02-12
"88486",1,1,2,2,2017-01-26
"88487",3,2,2,1,2017-01-29
"88488",0,1,1,2,2017-02-08
"88489",3,2,1,2,2017-01-26
"88490",3,2,2,2,2017-02-06
"88491",3,2,1,2,2017-02-04
"88492",1,1,1,0,2017-01-26
"88493",1,1,1,2,2017-02-06
"88494",1,1,1,1,2017-01-26
"88495",1,1,0,1,2017-02-09
"88496",1,1,2,1,2017-01-25
"88497",3,2,2,3,2017-02-06
"88498",3,2,1,2,2017-02-02
"88499",1,1,2,1,2017-02-09
"88500",1,1,2,1,2017-02-04
"88501",1,1,2,1,2017-01-29
"88502",1,1,1,2,2017-02-16
"88503",3,2,2,1,2017-01-31
"88504",1,1,1,1,2017-01-30
"88505",1,1,2,2,2017-02-02
"88506",1,1,1,2,2017-01-30
"88507",1,1,2,2,2017-01-30
"88508",1,1,2,1,2017-02-03
"88509",3,2,1,0,2017-02-02
"88510",1,1,1,2,2017-01-26
"88511",1,1,2,2,2017-02-02
"88512",3,2,2,1,2017-02-10
"88513",1,1,2,2,2017-02-06
"88514",1,1,1,2,2017-02-07
"88515",3,2,1,1,2017-02-06
"88516",1,1,1,2,2017-01-29
"88517",3,2,1,1,2017-01-25
"88518",1,1,2,2,2017-01-30
"88519",1,1,2,1,2017-02-01
"88520",3,2,2,2,2017-01-26
"88521",1,1,2,2,2017-01-28
"88522",1,1,2,2,2017-02-08
"88523",1,1,1,2,2017-01-24
"88524",1,1,2,3,2017-01-27
"88525",3,2,1,1,2017-02-04
"88526",1,1,2,1,2017-01-27
"88527",1,1,2,2,2017-02-11
"88528",3,2,1,1,2017-01-27
"88529",3,2,3,2,2017-02-10
"88530",1,1,0,1,2017-02-03
"88531",3,2,2,2,2017-02-11
"88532",1,1,2,1,2017-02-10
"88533",1,1,2,1,2017-02-03
"88534",0,1,1,1,2017-02-06
"88535",3,2,1,2,2017-02-06
"88536",1,1,2,1,2017-01-26
"88537",1,1,1,1,2017-02-12
"88538",1,1,2,3,2017-02-14
"88539",3,2,2,1,2017-02-04
"88540",3,2,1,2,2017-02-08
"88541",1,1,1,1,2017-01-31
"88542",3,2,1,1,2017-02-02
"88543",3,2,2,2,2017-02-07
"88544",1,1,2,2,2017-02-06
"88545",1,1,2,2,2017-02-08
"88546",3,2,2,2,2017-01-30
"88547",3,2,2,2,2017-02-09
"88548",3,2,2,1,2017-02-08
"88549",1,1,1,1,2017-01-27
"88550",1,1,3,2,2017-01-29
"88551",1,1,1,2,2017-02-02
"88552",1,1,2,2,2017-02-05
"88553",1,1,1,1,2017-02-05
"88554",1,1,2,3,2017-01-31
"88555",3,2,2,2,2017-01-31
"88556",3,2,2,2,2017-02-08
"88557",1,1,1,1,2017-02-11
"88558",3,2,2,1,2017-02-08
"88559",1,1,1,1,2017-02-12
"88560",3,2,1,2,2017-02-09
"88561",1,1,1,1,2017-01-25
"88562",3,2,1,2,2017-01-29
"88563",1,1,2,3,2017-02-09
"88564",1,1,2,1,2017-01-27
"88565",4,2,2,1,2017-01-25
"88566",1,1,1,1,2017-01-25
"88567",3,2,1,2,2017-01-31
"88568",1,1,1,1,2017-02-01
"88569",1,1,2,2,2017-01-30
"88570",1,1,2,2,2017-02-07
"88571",1,1,2,2,2017-02-11
"88572",1,1,1,1,2017-02-06
"88573",3,2,1,1,2017-02-10
"88574",1,1,2,2,2017-02-10
"88575",4,2,1,0,2017-01-26
"88576",1,1,2,2,2017-02-11
"88577",3,2,1,1,2017-01-26
"88578",3,2,1,2,2017-02-02
"88579",1,1,2,1,2017-01-24
"88580",1,1,2,3,2017-02-10
"88581",1,1,2,2,2017-02-12
"88582",3,2,1,1,2017-02-05
"88583",1,1,1,1,2017-02-03
"88584",3,2,0,1,2017-02-10
"88585",1,1,1,2,2017-02-11
"88586",1,1,2,3,2017-02-06
"88587",3,2,1,1,2017-02-01
"88588",1,1,2,1,2017-02-06
"88589",3,2,2,2,2017-02-05
"88590",3,2,2,2,2017-01-29
"88591",3,2,1,2,2017-02-11
"88592",1,1,0,1,2017-02-13
"88593",1,1,1,2,2017-02-01
"88594",1,1,2,1,2017-02-06
"88595",1,1,1,1,2017-01-26
"88596",1,1,1,1,2017-01-27
"88597",1,1,2,2,2017-01-26
"88598",1,1,1,1,2017-02-10
"88599",3,2,1,2,2017-02-16
"88600",1,1,2,1,2017-02-04
"88601",4,2,1,1,2017-01-28
"88602",1,1,1,2,2017-02-14
"88603",3,2,1,2,2017-02-07
"88604",1,1,1,1,2017-01-27
"88605",3,2,2,1,2017-02-09
"88606",1,1,1,2,2017-02-05
"88607",3,2,1,1,2017-01-28
"88608",1,1,2,2,2017-01-25
"88609",1,1,2,2,2017-02-10
"88610",3,2,2,2,2017-01-27
"88611",3,2,2,2,2017-02-08
"88612",3,2,1,1,2017-02-01
"88613",1,1,2,2,2017-01-28
"88614",1,1,2,1,2017-01-26
"88615",1,1,1,1,2017-02-09
"88616",3,2,2,2,2017-02-11
"88617",3,2,1,2,2017-02-03
"88618",3,2,1,2,2017-02-04
"88619",1,1,1,1,2017-01-29
"88620",1,1,1,1,2017-02-14
"88621",1,1,1,2,2017-02-02
"88622",1,1,2,2,2017-02-06
"88623",1,1,1,1,2017-02-07
"88624",3,2,1,2,2017-01-26
"88625",4,2,1,2,2017-02-01
"88626",1,1,1,2,2017-02-06
"88627",0,1,2,2,2017-02-13
"88628",1,1,1,1,2017-02-03
"88629",1,1,2,2,2017-02-03
"88630",1,1,1,1,2017-01-26
"88631",3,2,1,1,2017-02-04
"88632",1,1,1,2,2017-01-24
"88633",3,2,1,1,2017-02-12
"88634",3,2,1,1,2017-02-14
"88635",1,1,1,0,2017-02-06
"88636",1,1,1,1,2017-02-01
"88637",1,1,2,2,2017-01-28
"88638",3,2,2,1,2017-02-05
"88639",1,1,2,1,2017-02-08
"88640",1,1,1,1,2017-02-08
"88641",3,2,1,1,2017-02-04
"88642",1,1,1,1,2017-01-27
"88643",3,2,2,2,2017-01-29
"88644",1,1,1,1,2017-02-07
"88645",2,4,1,1,2017-02-11
"88646",3,2,2,1,2017-01-26
"88647",1,1,1,1,2017-02-06
"88648",1,1,1,1,2017-01-27
"88649",1,1,2,2,2017-01-25
"88650",3,2,2,2,2017-01-27
"88651",1,1,2,1,2017-02-11
"88652",1,1,2,2,2017-02-01
"88653",3,2,1,2,2017-02-14
"88654",3,2,1,2,2017-02-09
"88655",3,2,2,2,2017-02-09
"88656",3,2,2,1,2017-01-29
"88657",3,2,1,2,2017-01-27
"88658",3,2,2,2,2017-02-14
"88659",2,4,2,1,2017-02-15
"88660",3,2,2,2,2017-01-27
"88661",3,2,1,2,2017-01-29
"88662",3,2,1,1,2017-01-30
"88663",3,2,1,1,2017-01-26
"88664",1,1,1,2,2017-01-30
"88665",3,2,2,1,2017-02-11
"88666",1,1,2,1,2017-01-30
"88667",3,2,2,2,2017-02-14
"88668",3,2,2,2,2017-02-15
"88669",3,2,1,1,2017-02-05
"88670",1,1,2,1,2017-02-01
"88671",1,1,1,0,2017-02-03
"88672",1,1,1,2,2017-01-29
"88673",1,1,2,2,2017-01-31
"88674",1,1,2,2,2017-01-28
"88675",1,1,2,1,2017-02-02
"88676",1,1,2,2,2017-02-14
"88677",1,1,2,1,2017-01-29
"88678",1,1,1,1,2017-02-10
"88679",1,1,2,2,2017-02-02
"88680",1,1,1,1,2017-01-25
"88681",1,1,2,1,2017-02-07
"88682",1,1,3,2,2017-02-15
"88683",1,1,3,1,2017-02-08
"88684",1,1,2,2,2017-02-06
"88685",1,1,1,1,2017-02-13
"88686",3,2,2,2,2017-02-01
"88687",3,2,1,2,2017-02-05
"88688",1,1,1,2,2017-01-25
"88689",1,1,2,2,2017-02-09
"88690",1,1,1,1,2017-02-11
"88691",1,1,2,1,2017-01-30
"88692",1,1,2,2,2017-01-28
"88693",1,1,1,2,2017-02-05
"88694",3,2,2,2,2017-02-05
"88695",1,1,2,2,2017-02-03
"88696",1,1,1,2,2017-01-26
"88697",1,1,2,2,2017-02-01
"88698",1,1,1,2,2017-01-25
"88699",3,2,2,1,2017-02-01
"88700",3,2,1,1,2017-02-08
"88701",1,1,1,1,2017-01-28
"88702",2,4,1,2,2017-02-15
"88703",3,2,2,1,2017-02-04
"88704",3,2,2,2,2017-01-27
"88705",1,1,2,2,2017-02-11
"88706",1,1,2,2,2017-02-11
"88707",3,2,2,2,2017-02-03
"88708",3,2,1,1,2017-01-31
"88709",1,1,1,2,2017-01-25
"88710",3,2,1,1,2017-02-07
"88711",1,1,1,1,2017-01-28
"88712",3,2,1,2,2017-01-28
"88713",1,1,2,1,2017-01-25
"88714",1,1,2,2,2017-02-08
"88715",3,2,2,2,2017-01-27
"88716",1,1,1,2,2017-02-10
"88717",1,1,1,2,2017-02-10
"88718",3,2,2,1,2017-02-08
"88719",1,1,1,1,2017-02-07
"88720",1,1,2,2,2017-01-27
"88721",3,2,2,2,2017-02-03
"88722",3,2,1,1,2017-01-24
"88723",3,2,2,2,2017-02-01
"88724",3,2,2,1,2017-02-01
"88725",1,1,1,2,2017-01-31
"88726",1,1,1,1,2017-02-07
"88727",1,1,1,2,2017-02-13
"88728",1,1,1,2,2017-02-02
"88729",3,2,1,2,2017-02-10
"88730",1,1,2,1,2017-02-01
"88731",3,2,1,1,2017-01-26
"88732",3,2,2,2,2017-02-12
"88733",1,1,2,3,2017-02-09
"88734",3,2,2,2,2017-02-08
"88735",3,2,1,2,2017-02-01
"88736",1,1,1,1,2017-02-12
"88737",3,2,2,2,2017-02-02
"88738",1,1,1,1,2017-01-28
"88739",3,2,2,2,2017-01-29
"88740",1,1,1,1,2017-02-08
"88741",1,1,2,1,2017-02-08
"88742",3,2,2,1,2017-01-31
"88743",1,1,2,2,2017-02-04
"88744",3,2,1,2,2017-02-10
"88745",1,1,1,2,2017-01-29
"88746",1,1,2,3,2017-01-26
"88747",3,2,2,1,2017-02-08
"88748",1,1,1,1,2017-02-03
"88749",3,2,1,1,2017-02-12
"88750",3,2,2,2,2017-01-24
"88751",3,2,2,2,2017-01-26
"88752",3,2,2,1,2017-01-27
"88753",1,1,1,2,2017-01-31
"88754",1,1,1,1,2017-01-25
"88755",1,1,1,1,2017-01-29
"88756",1,1,1,1,2017-01-26
"88757",3,2,1,1,2017-01-29
"88758",1,1,1,2,2017-02-08
"88759",1,1,1,1,2017-01-28
"88760",1,1,2,1,2017-02-05
"88761",1,1,2,3,2017-02-03
"88762",1,1,2,2,2017-01-29
"88763",1,1,2,1,2017-01-31
"88764",3,2,2,1,2017-01-30
"88765",3,2,1,2,2017-02-08
"88766",3,2,2,1,2017-01-30
"88767",1,1,2,2,2017-02-08
"88768",1,1,1,2,2017-02-16
"88769",1,1,1,2,2017-02-01
"88770",1,1,1,1,2017-01-28
"88771",3,2,2,2,2017-02-16
"88772",3,2,2,2,2017-02-14
"88773",3,2,1,2,2017-01-31
"88774",3,2,1,3,2017-02-02
"88775",1,1,2,1,2017-01-25
"88776",1,1,1,2,2017-01-29
"88777",1,1,2,2,2017-01-25
"88778",1,1,1,1,2017-02-03
"88779",1,1,2,1,2017-02-07
"88780",1,1,2,1,2017-01-29
"88781",3,2,1,1,2017-02-13
"88782",1,1,2,1,2017-02-04
"88783",1,1,1,1,2017-02-03
"88784",2,4,1,1,2017-02-04
"88785",1,1,1,1,2017-02-11
"88786",3,2,1,1,2017-01-26
"88787",1,1,1,0,2017-02-05
"88788",3,2,2,2,2017-02-03
"88789",3,2,2,2,2017-02-08
"88790",1,1,1,1,2017-02-05
"88791",1,1,1,1,2017-02-03
"88792",1,1,2,2,2017-02-08
"88793",1,1,2,3,2017-02-11
"88794",1,1,2,3,2017-02-07
"88795",3,2,2,1,2017-02-16
"88796",3,2,1,2,2017-02-10
"88797",1,1,1,2,2017-01-28
"88798",1,1,2,1,2017-02-01
"88799",1,1,2,2,2017-01-26
"88800",3,2,2,2,2017-02-11
"88801",1,1,1,0,2017-02-01
"88802",3,2,1,1,2017-02-07
"88803",2,4,2,3,2017-02-14
"88804",3,2,2,2,2017-02-14
"88805",1,1,2,2,2017-02-08
"88806",1,1,1,2,2017-01-25
"88807",1,1,2,2,2017-02-04
"88808",1,1,2,2,2017-01-28
"88809",1,1,1,2,2017-01-26
"88810",4,2,2,2,2017-01-26
"88811",1,1,2,2,2017-01-24
"88812",1,1,2,1,2017-02-07
"88813",1,1,2,2,2017-01-26
"88814",1,1,1,1,2017-01-28
"88815",1,1,1,1,2017-01-31
"88816",3,2,2,2,2017-01-25
"88817",2,4,1,1,2017-02-05
"88818",1,1,2,2,2017-02-05
"88819",3,2,2,2,2017-02-04
"88820",0,1,1,1,2017-02-14
"88821",1,1,2,1,2017-01-26
"88822",1,1,1,2,2017-02-03
"88823",1,1,2,2,2017-01-28
"88824",1,1,1,1,2017-02-01
"88825",1,1,1,1,2017-01-31
"88826",3,2,2,2,2017-02-08
"88827",1,1,1,1,2017-02-07
"88828",1,1,2,1,2017-01-25
"88829",1,1,2,3,2017-01-29
"88830",1,1,1,2,2017-01-25
"88831",1,1,1,1,2017-01-25
"88832",0,1,2,2,2017-01-26
"88833",1,1,2,2,2017-02-03
"88834",0,1,2,2,2017-02-15
"88835",1,1,2,2,2017-01-30
"88836",1,1,2,2,2017-01-29
"88837",3,2,1,1,2017-01-26
"88838",1,1,3,2,2017-02-15
"88839",1,1,1,1,2017-01-24
"88840",1,1,1,1,2017-02-15
"88841",1,1,1,1,2017-01-27
"88842",3,2,1,1,2017-02-14
"88843",3,2,1,2,2017-01-31
"88844",1,1,1,1,2017-02-04
"88845",3,2,1,1,2017-01-28
"88846",1,1,2,2,2017-01-25
"88847",3,2,2,2,2017-02-15
"88848",1,1,2,2,2017-01-30
"88849",3,2,1,1,2017-02-07
"88850",1,1,2,2,2017-01-25
"88851",2,4,1,1,2017-02-11
"88852",3,2,1,2,2017-02-05
"88853",1,1,1,2,2017-02-14
"88854",1,1,2,2,2017-02-15
"88855",1,1,1,2,2017-02-01
"88856",1,1,2,1,2017-02-05
"88857",1,1,2,1,2017-02-11
"88858",1,1,1,2,2017-02-02
"88859",3,2,2,3,2017-02-09
"88860",1,1,1,1,2017-01-30
"88861",3,2,1,1,2017-02-10
"88862",1,1,2,1,2017-02-01
"88863",3,2,2,1,2017-01-28
"88864",3,2,2,2,2017-02-14
"88865",1,1,1,1,2017-01-29
"88866",1,1,2,2,2017-01-30
"88867",3,2,1,2,2017-02-03
"88868",1,1,1,1,2017-02-13
"88869",1,1,1,1,2017-01-28
"88870",1,1,1,1,2017-02-03
"88871",1,1,1,1,2017-02-05
"88872",2,4,1,2,2017-01-30
"88873",1,1,1,2,2017-01-31
"88874",1,1,1,1,2017-01-30
"88875",3,2,1,2,2017-02-08
"88876",1,1,1,1,2017-02-15
"88877",1,1,1,1,2017-01-25
"88878",3,2,1,1,2017-02-02
"88879",1,1,1,0,2017-01-25
"88880",1,1,1,0,2017-02-10
"88881",1,1,1,1,2017-02-08
"88882",1,1,2,2,2017-02-16
"88883",1,1,3,2,2017-02-01
"88884",3,2,1,2,2017-02-08
"88885",1,1,2,2,2017-01-29
"88886",3,2,2,2,2017-02-09
"88887",1,1,2,1,2017-01-30
"88888",3,2,1,1,2017-02-09
"88889",1,1,1,2,2017-02-12
"88890",1,1,2,1,2017-01-25
"88891",1,1,1,2,2017-01-30
"88892",3,2,1,1,2017-02-10
"88893",1,1,2,2,2017-01-28
"88894",3,2,2,2,2017-02-06
"88895",3,2,1,1,2017-01-30
"88896",1,1,0,1,2017-02-02
"88897",1,1,2,2,2017-01-28
"88898",3,2,1,2,2017-02-11
"88899",1,1,2,2,2017-02-05
"88900",1,1,1,2,2017-02-02
"88901",3,2,0,1,2017-01-29
"88902",0,1,1,1,2017-02-02
"88903",1,1,2,2,2017-02-02
"88904",1,1,1,2,2017-02-04
"88905",1,1,2,2,2017-02-09
"88906",4,2,1,2,2017-01-29
"88907",3,2,1,1,2017-01-27
"88908",1,1,2,2,2017-01-30
"88909",3,2,1,2,2017-02-03
"88910",1,1,1,2,2017-02-10
"88911",1,1,1,2,2017-02-11
"88912",1,1,1,2,2017-02-15
"88913",1,1,2,2,2017-02-04
"88914",1,1,1,2,2017-01-31
"88915",1,1,2,2,2017-01-28
"88916",1,1,1,1,2017-01-27
"88917",1,1,2,0,2017-01-28
"88918",3,2,2,1,2017-01-27
"88919",0,1,2,1,2017-02-10
"88920",1,1,1,0,2017-01-31
"88921",1,1,2,2,2017-01-26
"88922",3,2,1,1,2017-02-01
"88923",1,1,1,2,2017-02-15
"88924",1,1,2,1,2017-02-08
"88925",1,1,1,2,2017-01-26
"88926",3,2,2,1,2017-02-04
"88927",1,1,2,2,2017-01-25
"88928",1,1,1,1,2017-01-24
"88929",1,1,2,2,2017-02-04
"88930",1,1,2,2,2017-01-31
"88931",1,1,2,1,2017-02-04
"88932",3,2,1,2,2017-02-15
"88933",1,1,2,1,2017-02-14
"88934",3,2,1,2,2017-02-09
"88935",3,2,1,1,2017-02-07
"88936",3,2,1,1,2017-01-28
"88937",1,1,2,2,2017-02-01
"88938",1,1,1,1,2017-02-06
"88939",1,1,1,2,2017-01-31
"88940",3,2,2,1,2017-02-14
"88941",1,1,2,2,2017-02-03
"88942",1,1,1,1,2017-02-09
"88943",1,1,1,2,2017-02-12
