"","InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"51029","540635","22684","FRENCH BLUE METAL DOOR SIGN 9",10,"1/10/2011 12:03",1.25,14229,"United Kingdom"
"349576","567507","82600","NO SINGING METAL SIGN",2,"9/20/2011 14:46",4.13,NA,"United Kingdom"
"159305","550331","22817","CARD SUKI BIRTHDAY",12,"4/17/2011 13:43",0.42,15555,"United Kingdom"
"72263","542237","22417","PACK OF 60 SPACEBOY CAKE CASES",24,"1/26/2011 14:30",0.55,12347,"Iceland"
"218879","556079","23207","LUNCH BAG ALPHABET DESIGN",10,"6/8/2011 15:18",1.65,18229,"United Kingdom"
"7239","537023","22509","SEWING BOX RETROSPOT DESIGN ",1,"12/3/2010 16:02",16.95,16725,"United Kingdom"
"473752","576837","22603","CHRISTMAS RETROSPOT TREE WOOD",2,"11/16/2011 15:16",1.63,NA,"United Kingdom"
"2362","536582","22634","CHILDS BREAKFAST SET SPACEBOY ",2,"12/1/2010 16:21",9.95,12947,"United Kingdom"
"115973","C546168","22892","SET OF SALT AND PEPPER TOADSTOOLS",-12,"3/10/2011 10:22",1.25,16670,"United Kingdom"
"221734","556267","22161","HEART DECORATION RUSTIC HANGING ",384,"6/9/2011 19:33",0.19,13694,"United Kingdom"
"4110","536749","90196A","PURPLE GEMSTONE NECKLACE 45CM",1,"12/2/2010 13:49",12.75,17976,"United Kingdom"
"29633","538810","22726","ALARM CLOCK BAKELIKE GREEN",1,"12/14/2010 12:18",3.75,14871,"United Kingdom"
"156569","550148","21695","SMALL SILVER FLOWER CANDLE POT",12,"4/14/2011 14:36",2.95,16882,"United Kingdom"
"225298","C556647","21181","PLEASE ONE PERSON METAL SIGN",-12,"6/13/2011 16:14",2.1,13012,"United Kingdom"
"80838","543096","22778","GLASS CLOCHE SMALL",2,"2/3/2011 11:39",3.95,14044,"United Kingdom"
"326842","565596","84692","BOX OF 24 COCKTAIL PARASOLS",3,"9/5/2011 14:27",0.42,16444,"United Kingdom"
"388670","570448","22192","BLUE DINER WALL CLOCK",2,"10/10/2011 14:55",8.5,13224,"United Kingdom"
"53654","540848","17012D","ORIGAMI ROSE INCENSE/CANDLE SET ",2,"1/12/2011 9:26",2.51,NA,"United Kingdom"
"322304","565231","23328","SET 6 SCHOOL MILK BOTTLES IN CRATE",6,"9/2/2011 9:26",7.46,NA,"United Kingdom"
"315146","564720","23245","SET OF 3 REGENCY CAKE TINS",4,"8/28/2011 12:00",4.95,15095,"United Kingdom"
"82985","543277","22961","JAM MAKING SET PRINTED",6,"2/6/2011 14:33",1.45,15808,"United Kingdom"
"461487","575943","84536A","ENGLISH ROSE NOTEBOOK A7 SIZE",1,"11/13/2011 11:44",0.42,17920,"United Kingdom"
"8725","537144","22469","HEART OF WICKER SMALL",2,"12/5/2010 13:00",1.65,15880,"United Kingdom"
"90481","544040","85066","CREAM SWEETHEART MINI CHEST",1,"2/15/2011 11:40",12.75,14701,"United Kingdom"
"159580","550347","22568","FELTCRAFT CUSHION OWL",4,"4/18/2011 9:33",3.75,14227,"United Kingdom"
"473431","576834","21914","BLUE HARMONICA IN BOX ",12,"11/16/2011 15:10",1.25,13458,"United Kingdom"
"303242","563533","85099B","JUMBO BAG RED RETROSPOT",1,"8/17/2011 11:14",2.08,16241,"United Kingdom"
"524465","580559","23108","SET OF 10 LED DOLLY LIGHTS",2,"12/5/2011 10:24",6.25,15628,"United Kingdom"
"125151","547023","47590B","PINK HAPPY BIRTHDAY BUNTING",50,"3/18/2011 15:54",4.65,16422,"United Kingdom"
"67015","541827","21879","HEARTS GIFT TAPE",15,"1/21/2011 17:05",0.42,NA,"United Kingdom"
"296302","562881","20725","LUNCH BAG RED RETROSPOT",10,"8/10/2011 10:57",1.65,15632,"United Kingdom"
"455490","575623","23265","SET OF 3 WOODEN TREE DECORATIONS",24,"11/10/2011 13:14",1.25,14064,"United Kingdom"
"375301","569457","22348","TEA BAG PLATE RED RETROSPOT",1,"10/4/2011 11:29",0.85,14606,"United Kingdom"
"137024","548011","22557","PLASTERS IN TIN VINTAGE PAISLEY ",96,"3/29/2011 11:14",1.45,14646,"Netherlands"
"363221","568553","22965","3 TRADITIONAl BISCUIT CUTTERS  SET",12,"9/27/2011 15:17",2.1,15674,"United Kingdom"
"20955","538071","22311","OFFICE MUG WARMER BLACK+SILVER ",1,"12/9/2010 14:09",5.91,NA,"United Kingdom"
"178523","552232","84905","PINK BUTTERFLY CUSHION COVER ",2,"5/6/2011 15:54",4.96,NA,"United Kingdom"
"265127","560209","47590A","BLUE HAPPY BIRTHDAY BUNTING",1,"7/15/2011 14:05",5.45,15004,"United Kingdom"
"339504","566599","22029","SPACEBOY BIRTHDAY CARD",12,"9/13/2011 15:37",0.42,15998,"United Kingdom"
"476037","576931","84519A","TOMATO CHARLIE+LOLA COASTER SET",24,"11/17/2011 11:10",1.25,13028,"United Kingdom"
"277672","561147","22608","PENS ASSORTED FUNKY JEWELED ",36,"7/25/2011 13:06",0.19,16841,"United Kingdom"
"103993","545085","21239","PINK  POLKADOT CUP",6,"2/28/2011 11:19",0.85,15039,"United Kingdom"
"376054","569491","85054","FRENCH ENAMEL POT W LID",2,"10/4/2011 13:25",2.95,14056,"United Kingdom"
"343604","566952","22716","CARD CIRCUS PARADE",1,"9/15/2011 16:37",0.83,NA,"United Kingdom"
"322650","565233","22821","GIFT BAG PSYCHEDELIC APPLES",1,"9/2/2011 9:34",0.83,NA,"United Kingdom"
"335704","566290","21080","SET/20 RED RETROSPOT PAPER NAPKINS ",2,"9/11/2011 15:24",0.85,14456,"United Kingdom"
"108988","545575","22423","REGENCY CAKESTAND 3 TIER",6,"3/3/2011 18:28",12.75,13014,"United Kingdom"
"110059","545667","22697","GREEN REGENCY TEACUP AND SAUCER",4,"3/4/2011 16:07",5.79,NA,"United Kingdom"
"324772","565416","47590B","PINK HAPPY BIRTHDAY BUNTING",3,"9/4/2011 12:00",5.45,12710,"Germany"
"129393","547385","85131A","BEADED PEARL HEART WHITE ON STICK",20,"3/22/2011 15:48",0.83,NA,"United Kingdom"
"136100","547934","22255","FELT TOADSTOOL  SMALL",12,"3/28/2011 14:07",0.85,12474,"Germany"
"363369","568566","23333","IVORY WICKER HEART MEDIUM",14,"9/27/2011 17:47",1.25,17609,"United Kingdom"
"345635","567170","22549","PICTURE DOMINOES",2,"9/18/2011 12:40",1.45,13566,"United Kingdom"
"260672","559816","22077","6 RIBBONS RUSTIC CHARM",2,"7/12/2011 16:11",3.29,NA,"United Kingdom"
"188102","553014","21747","SMALL SKULL WINDMILL",5,"5/12/2011 18:49",1.25,13451,"United Kingdom"
"178031","552229","22133","PINK LOVE HEART SHAPE CUP",2,"5/6/2011 15:40",1.63,NA,"United Kingdom"
"91680","544112","22723","SET OF 6 HERB TINS SKETCHBOOK",1,"2/16/2011 11:37",3.95,15039,"United Kingdom"
"354502","567881","21931","JUMBO STORAGE BAG SUKI",10,"9/22/2011 14:59",2.08,15640,"United Kingdom"
"425626","573330","22699","ROSES REGENCY TEACUP AND SAUCER ",3,"10/30/2011 11:22",2.95,16923,"United Kingdom"
"382489","569904","82580","BATHROOM METAL SIGN",12,"10/6/2011 16:27",0.55,13023,"United Kingdom"
"49651","540524","21326","AGED GLASS SILVER T-LIGHT HOLDER",12,"1/9/2011 12:53",0.65,16735,"United Kingdom"
"453958","575502","23505","PLAYING CARDS I LOVE LONDON ",12,"11/10/2011 10:10",1.25,16700,"United Kingdom"
"402494","571500","22418","10 COLOUR SPACEBOY PEN",1,"10/17/2011 15:09",0.85,NA,"United Kingdom"
"497320","578362","22154","ANGEL DECORATION 3 BUTTONS ",48,"11/24/2011 10:39",0.42,12913,"United Kingdom"
"24334","538349","21000","ROSE DU SUD COSMETICS BAG",1,"12/10/2010 14:59",3.36,NA,"United Kingdom"
"117714","546402","22740","POLKADOT PEN",48,"3/11/2011 15:22",0.85,13305,"United Kingdom"
"163152","550541","22302","COFFEE MUG PEARS  DESIGN",1,"4/19/2011 11:33",4.96,NA,"United Kingdom"
"534495","581149","82581","TOILET METAL SIGN",4,"12/7/2011 14:12",0.55,15471,"United Kingdom"
"109761","545658","21126","SET OF 6 GIRLS CELEBRATION CANDLES",2,"3/4/2011 14:13",1.25,14670,"United Kingdom"
"495403","578305","48173C","DOORMAT BLACK FLOCK ",14,"11/23/2011 15:44",7.08,14088,"United Kingdom"
"444106","574720","23074","EMBOSSED HEART TRINKET BOX",4,"11/6/2011 14:39",2.08,14547,"United Kingdom"
"92657","544202","82581","TOILET METAL SIGN",1,"2/17/2011 10:29",1.25,NA,"United Kingdom"
"431047","573585","23340","VINTAGE CHRISTMAS CAKE FRILL",4,"10/31/2011 14:41",3.29,NA,"United Kingdom"
"391971","570688","21981","PACK OF 12 WOODLAND TISSUES ",1,"10/11/2011 16:29",0.83,NA,"United Kingdom"
"171858","551468","20663","QUEEN OF THE SKIES HOLIDAY PURSE ",1,"4/28/2011 16:21",2.46,NA,"United Kingdom"
"267101","560284","21671","RED SPOT CERAMIC DRAWER KNOB",12,"7/18/2011 9:15",1.25,13705,"United Kingdom"
"22949","538177","22741","FUNKY DIVA PEN",3,"12/10/2010 9:51",1.66,NA,"United Kingdom"
"321654","565156","85099B","JUMBO BAG RED RETROSPOT",20,"9/1/2011 15:04",2.08,13045,"United Kingdom"
"510523","579458","23551","PACK OF 12 PAISLEY PARK TISSUES ",1,"11/29/2011 14:38",0.39,16549,"United Kingdom"
"402498","571500","23504","PLAYING CARDS JUBILEE UNION JACK",1,"10/17/2011 15:09",1.25,NA,"United Kingdom"
"469008","576567","16237","SLEEPING CAT ERASERS",8,"11/15/2011 13:41",0.21,17220,"United Kingdom"
"474590","576840","90133","TEAL/FUSCHIA COL BEAD NECKLACE",1,"11/16/2011 15:23",4.98,NA,"United Kingdom"
"19262","537851","21143","ANTIQUE GLASS HEART DECORATION ",12,"12/8/2010 15:39",1.95,13758,"United Kingdom"
"130647","547498","22327","ROUND SNACK BOXES SET OF 4 SKULLS",1,"3/23/2011 12:24",2.95,15021,"United Kingdom"
"527380","580713","84945","MULTI COLOUR SILVER T-LIGHT HOLDER",12,"12/5/2011 16:37",0.85,18030,"United Kingdom"
"363788","568583","21935","SUKI  SHOULDER BAG",1,"9/28/2011 10:09",1.65,15584,"United Kingdom"
"266301","560250","84997C","CHILDRENS CUTLERY POLKADOT BLUE",3,"7/17/2011 12:31",4.15,14659,"United Kingdom"
"464989","576198","23352","ROLL WRAP 50'S RED CHRISTMAS ",12,"11/14/2011 12:12",1.25,17538,"United Kingdom"
"377600","569556","21928","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",10,"10/5/2011 8:50",2.08,14936,"Channel Islands"
"59804","541410","82494L","WOODEN FRAME ANTIQUE WHITE ",12,"1/17/2011 16:06",2.95,13089,"United Kingdom"
"201843","554329","22699","ROSES REGENCY TEACUP AND SAUCER ",6,"5/23/2011 16:52",2.95,15796,"United Kingdom"
"145360","548893","22090","PAPER BUNTING RETROSPOT",6,"4/4/2011 15:54",5.79,NA,"United Kingdom"
"355935","567980","22781","GUMBALL MAGAZINE RACK",1,"9/23/2011 11:22",7.65,15311,"United Kingdom"
"402782","571508","22773","GREEN DRAWER KNOB ACRYLIC EDWARDIAN",1,"10/17/2011 15:27",2.46,NA,"United Kingdom"
"462489","575977","22423","REGENCY CAKESTAND 3 TIER",2,"11/13/2011 13:27",12.75,17287,"United Kingdom"
"401998","571460","46775D","",6,"10/17/2011 14:06",0,NA,"United Kingdom"
"380884","569843","22097","SWALLOW SQUARE TISSUE BOX",4,"10/6/2011 13:29",0.39,14449,"United Kingdom"
"398308","571234","84596F","SMALL MARSHMALLOWS PINK BOWL",56,"10/14/2011 14:28",0.42,15856,"United Kingdom"
"1806","536544","90194","SILVER LARIAT BLACK STONE EARRINGS",1,"12/1/2010 14:32",4.24,NA,"United Kingdom"
"174029","551734","22951","60 CAKE CASES DOLLY GIRL DESIGN",24,"5/4/2011 10:15",0.55,18178,"United Kingdom"
"29598","538808","22753","SMALL YELLOW BABUSHKA NOTEBOOK ",5,"12/14/2010 12:11",0.85,14057,"United Kingdom"
"184293","552681","DOT","DOTCOM POSTAGE",1,"5/10/2011 15:08",166.08,NA,"United Kingdom"
"11603","537254","72807B","SET/3 OCEAN SCENT CANDLE JEWEL BOX",6,"12/6/2010 11:01",4.25,15898,"United Kingdom"
"344753","567096","23322","LARGE WHITE HEART OF WICKER",7,"9/16/2011 13:13",2.95,15099,"United Kingdom"
"338322","566537","84991","60 TEATIME FAIRY CAKE CASES",24,"9/13/2011 11:34",0.55,13767,"United Kingdom"
"372442","569242","22835","HOT WATER BOTTLE I AM SO POORLY",4,"10/3/2011 9:34",4.95,14193,"United Kingdom"
"420758","572908","23250","VINTAGE RED TRIM ENAMEL BOWL ",12,"10/26/2011 15:47",1.25,15835,"United Kingdom"
"128835","547361","22499","WOODEN UNION JACK BUNTING",6,"3/22/2011 12:31",5.95,15298,"United Kingdom"
"194055","553549","22115","METAL SIGN EMPIRE TEA",1,"5/17/2011 16:09",5.79,NA,"United Kingdom"
"29384","538783","22565","FELTCRAFT HAIRBANDS PINK AND WHITE ",12,"12/14/2010 11:38",0.85,14961,"United Kingdom"
"178132","552229","84596B","SMALL DOLLY MIX DESIGN ORANGE BOWL",1,"5/6/2011 15:40",0.83,NA,"United Kingdom"
"448435","575059","21947","SET OF 6 HEART CHOPSTICKS",1,"11/8/2011 12:25",1.25,14071,"United Kingdom"
"44066","540154","85176","SEWING SUSAN 21 NEEDLE SET",1,"1/5/2011 11:30",1.66,NA,"United Kingdom"
"419992","572866","22947","WOODEN ADVENT CALENDAR RED",2,"10/26/2011 13:07",7.95,15005,"United Kingdom"
"462938","576051","22737","RIBBON REEL CHRISTMAS PRESENT ",20,"11/13/2011 14:45",1.65,14911,"EIRE"
"368508","568955","84879","ASSORTED COLOUR BIRD ORNAMENT",8,"9/29/2011 15:40",1.69,13759,"United Kingdom"
"146038","548968","21520","BOOZE & WOMEN GREETING CARD ",72,"4/5/2011 10:58",0.36,12744,"Singapore"
"63689","541590","21155","RED RETROSPOT PEG BAG",6,"1/19/2011 14:50",2.1,13310,"United Kingdom"
"413488","572314","23048","SET OF 10 LANTERNS FAIRY LIGHT STAR",3,"10/23/2011 15:59",4.15,17111,"United Kingdom"
"470029","576617","22195","LARGE HEART MEASURING SPOONS",1,"11/15/2011 16:57",3.29,NA,"United Kingdom"
"181073","552445","23298","SPOTTY BUNTING",3,"5/9/2011 13:27",4.95,16839,"United Kingdom"
"40880","539745","21116","OWL DOORSTOP",1,"12/21/2010 15:21",8.47,NA,"United Kingdom"
"342931","566917","23358","HOT STUFF HOT WATER BOTTLE",18,"9/15/2011 14:37",3.75,18259,"United Kingdom"
"13194","537422","17021","NAMASTE SWAGAT INCENSE",2,"12/6/2010 15:27",0.3,17812,"United Kingdom"
"212247","555420","22195","LARGE HEART MEASURING SPOONS",12,"6/3/2011 10:29",1.65,13458,"United Kingdom"
"148780","549251","22383","LUNCH BAG SUKI DESIGN ",3,"4/7/2011 12:16",1.65,14449,"United Kingdom"
"382953","569983","85049C","ROMANTIC PINKS RIBBONS ",2,"10/6/2011 19:49",1.25,17231,"United Kingdom"
"200256","554123","21713","CITRONELLA CANDLE FLOWERPOT",8,"5/22/2011 15:44",2.1,16818,"United Kingdom"
"278657","561217","23122","PARTY CHARMS 50 PIECES",1,"7/25/2011 17:09",1.67,NA,"United Kingdom"
"174153","551774","21201","TROPICAL  HONEYCOMB PAPER GARLAND ",1,"5/4/2011 11:12",2.55,14606,"United Kingdom"
"267679","560359","23235","STORAGE TIN VINTAGE LEAF",1,"7/18/2011 11:47",2.89,14159,"United Kingdom"
"521143","580317","20725","LUNCH BAG RED RETROSPOT",20,"12/2/2011 15:29",1.65,13458,"United Kingdom"
"256200","559464","22091","EMPIRE TISSUE BOX",36,"7/8/2011 13:26",0.39,15157,"United Kingdom"
"154423","549910","23194","GYMKHANA TREASURE BOOK BOX",2,"4/12/2011 17:12",2.25,16697,"United Kingdom"
"136991","548011","20726","LUNCH BAG WOODLAND",100,"3/29/2011 11:14",1.45,14646,"Netherlands"
"382745","569943","23193","BUFFALO BILL TREASURE BOOK BOX",2,"10/6/2011 18:08",2.25,14592,"United Kingdom"
"42527","540003","22193","RED DINER WALL CLOCK",2,"1/4/2011 10:37",8.5,16875,"United Kingdom"
"318675","564837","84031B","CHARLIE LOLA BLUE HOT WATER BOTTLE ",2,"8/30/2011 12:40",4.13,NA,"United Kingdom"
"335588","566290","22969","HOMEMADE JAM SCENTED CANDLES",12,"9/11/2011 15:24",1.45,14456,"United Kingdom"
"368023","568919","20726","LUNCH BAG WOODLAND",10,"9/29/2011 14:38",1.65,12937,"United Kingdom"
"341553","566757","21991","BOHEMIAN COLLAGE STATIONERY SET",1,"9/14/2011 15:54",2.46,NA,"United Kingdom"
"150673","549522","22962","JAM JAR WITH PINK LID",12,"4/8/2011 15:34",0.85,16873,"United Kingdom"
"256822","559506","22375","AIRLINE BAG VINTAGE JET SET BROWN",1,"7/8/2011 15:17",4.13,NA,"United Kingdom"
"452395","575336","21015","DARK BIRD HOUSE TREE DECORATION",1,"11/9/2011 13:58",0.29,14968,"United Kingdom"
"71139","542109","20963","APPLE BATH SPONGE",1,"1/25/2011 13:44",2.46,NA,"United Kingdom"
"406627","571809","22650","CERAMIC PIRATE CHEST MONEY BANK",8,"10/19/2011 11:44",1.45,15039,"United Kingdom"
"160630","550465","21181","PLEASE ONE PERSON METAL SIGN",12,"4/18/2011 13:31",2.1,16217,"United Kingdom"
"19864","537898","21289","LARGE STRIPES CHOCOLATE GIFT BAG",3,"12/9/2010 10:42",1.25,17377,"United Kingdom"
"129905","547397","22899","CHILDREN'S APRON DOLLY GIRL ",1,"3/22/2011 16:55",4.13,NA,"United Kingdom"
"90984","544075","79321","CHILLI LIGHTS",72,"2/15/2011 14:50",4.95,14156,"EIRE"
"383877","570091","21914","BLUE HARMONICA IN BOX ",12,"10/7/2011 11:47",1.25,15632,"United Kingdom"
"262948","559928","47593B","SCOTTIE DOGS BABY BIB",48,"7/14/2011 8:52",0.39,12405,"Finland"
"253279","559162","23307","SET OF 60 PANTRY DESIGN CAKE CASES ",3,"7/6/2011 16:29",1.25,NA,"United Kingdom"
"186478","552864","23205","CHARLOTTE BAG VINTAGE ALPHABET ",10,"5/11/2011 17:13",0.85,13235,"United Kingdom"
"390466","570521","85035C","ROSE 3 WICK MORRIS BOX CANDLE",4,"10/11/2011 10:43",4.25,12371,"Switzerland"
"386050","570224","22211","WOOD STAMP SET FLOWERS",6,"10/9/2011 13:15",0.83,16931,"United Kingdom"
"131017","547547","21559","STRAWBERRY LUNCH BOX WITH CUTLERY",1,"3/23/2011 15:30",2.46,NA,"United Kingdom"
"383824","570088","20973","12 PENCIL SMALL TUBE WOODLAND",1,"10/7/2011 11:32",0.65,16764,"United Kingdom"
"80967","543097","90214W","LETTER ""W"" BLING KEY RING",1,"2/3/2011 11:41",0.83,NA,"United Kingdom"
"188881","553067","22721","SET OF 3 CAKE TINS SKETCHBOOK",6,"5/13/2011 11:44",4.95,16871,"United Kingdom"
"471882","576654","23202","JUMBO BAG VINTAGE LEAF",2,"11/16/2011 10:55",2.08,15584,"United Kingdom"
"78240","542862","21846","PINK DIAMANTE PEN IN GIFT BOX",2,"2/1/2011 11:51",4.95,14606,"United Kingdom"
"331637","566024","21929","JUMBO BAG PINK VINTAGE PAISLEY",10,"9/8/2011 12:51",2.08,13871,"United Kingdom"
"106199","545316","20725","LUNCH BAG RED RETROSPOT",1,"3/1/2011 14:14",4.96,NA,"United Kingdom"
"502018","578833","23493","VINTAGE DOILY TRAVEL SEWING KIT",3,"11/25/2011 15:23",3.29,NA,"United Kingdom"
"298223","562999","23308","SET OF 60 VINTAGE LEAF CAKE CASES ",24,"8/11/2011 11:51",0.55,15117,"United Kingdom"
"509677","579399","22951","60 CAKE CASES DOLLY GIRL DESIGN",2,"11/29/2011 12:09",0.55,13137,"United Kingdom"
"132981","547713","22355","CHARLOTTE BAG SUKI DESIGN",10,"3/25/2011 8:41",0.85,16458,"United Kingdom"
"66901","541827","84813","SET OF 4 DIAMOND NAPKIN RINGS",1,"1/21/2011 17:05",8.29,NA,"United Kingdom"
"391255","570664","22553","PLASTERS IN TIN SKULLS",1,"10/11/2011 14:21",1.65,16362,"United Kingdom"
"309582","564095","23240","SET OF 4 KNICK KNACK TINS DOILEY ",6,"8/23/2011 10:31",4.15,14930,"Channel Islands"
"325456","565442","21668","RED STRIPE CERAMIC DRAWER KNOB",12,"9/4/2011 14:09",1.25,12627,"Germany"
"361941","568394","22456","NATURAL SLATE CHALKBOARD LARGE ",3,"9/27/2011 10:20",4.95,13314,"United Kingdom"
"30615","538877","21669","BLUE STRIPE CERAMIC DRAWER KNOB",4,"12/14/2010 15:29",3.36,NA,"United Kingdom"
"335407","566285","21351","CINAMMON & ORANGE WREATH",3,"9/11/2011 14:51",6.75,13611,"United Kingdom"
"371516","569220","84992","72 SWEETHEART FAIRY CAKE CASES",2,"10/2/2011 13:26",0.55,16007,"United Kingdom"
"173794","551719","20727","LUNCH BAG  BLACK SKULL.",1,"5/3/2011 16:09",4.13,NA,"United Kingdom"
"185530","552820","22711","WRAP CIRCUS PARADE",25,"5/11/2011 12:53",0.42,16644,"United Kingdom"
"183760","552668","20970","PINK FLORAL FELTCRAFT SHOULDER BAG",1,"5/10/2011 15:05",7.46,NA,"United Kingdom"
"397680","571197","47480","HANGING PHOTO CLIP ROPE LADDER",1,"10/14/2011 12:08",1.65,16413,"United Kingdom"
"283987","561820","22219","LOVEBIRD HANGING DECORATION WHITE ",1,"7/29/2011 16:00",1.63,NA,"United Kingdom"
"294562","562715","22144","CHRISTMAS CRAFT LITTLE FRIENDS",60,"8/8/2011 15:34",4.13,NA,"United Kingdom"
"300761","563213","21672","WHITE SPOT RED CERAMIC DRAWER KNOB",6,"8/14/2011 12:55",1.25,16115,"United Kingdom"
"495675","578316","22959","WRAP CHRISTMAS VILLAGE",25,"11/23/2011 16:43",0.42,14189,"United Kingdom"
"328543","565784","84279P","CHERRY BLOSSOM  DECORATIVE FLASK",4,"9/6/2011 16:02",3.75,15089,"United Kingdom"
"158756","550312","16161P","WRAP ENGLISH ROSE ",25,"4/17/2011 11:18",0.42,13089,"United Kingdom"
"192903","553488","21888","BINGO SET",1,"5/17/2011 12:40",3.75,18043,"United Kingdom"
"90412","544037","84987","SET OF 36 TEATIME PAPER DOILIES",12,"2/15/2011 11:31",1.45,14961,"United Kingdom"
"2699","536592","22324","BLUE POLKADOT KIDS BAG",1,"12/1/2010 17:06",4.21,NA,"United Kingdom"
"427790","573399","16045","POPART WOODEN PENCILS ASST",100,"10/30/2011 15:35",0.04,13949,"United Kingdom"
"412997","572302","82482","WOODEN PICTURE FRAME WHITE FINISH",1,"10/23/2011 14:47",2.95,15427,"United Kingdom"
"82204","543192","22563","HAPPY STENCIL CRAFT",288,"2/4/2011 11:55",1.06,17381,"United Kingdom"
"460746","575930","16219","HOUSE SHAPE PENCIL SHARPENER",1,"11/11/2011 17:58",0.83,NA,"United Kingdom"
"416436","572552","84970L","SINGLE HEART ZINC T-LIGHT HOLDER",1,"10/24/2011 17:07",2.08,14096,"United Kingdom"
"492204","C578097","23358","HOT STUFF HOT WATER BOTTLE",-36,"11/22/2011 17:31",3.29,NA,"United Kingdom"
"3750","536672","22812","PACK 3 BOXES CHRISTMAS PANNETONE",24,"12/2/2010 12:10",1.95,14491,"United Kingdom"
"346340","567184","23154","SET OF 4 JAM JAR MAGNETS",2,"9/18/2011 15:41",2.08,16033,"United Kingdom"
"325894","565460","22398","MAGNETS PACK OF 4 SWALLOWS",24,"9/5/2011 9:24",0.39,16843,"United Kingdom"
"143492","548703","21982","PACK OF 12 SUKI TISSUES ",6,"4/3/2011 11:37",0.29,16010,"United Kingdom"
"147519","549120","21901","KEY FOB , BACK DOOR ",2,"4/6/2011 13:28",0.65,14587,"United Kingdom"
"19266","537852","85169B","BLACK LOVE BIRD CANDLE",12,"12/8/2010 15:56",1.25,17340,"United Kingdom"
"300275","563195","23182","TOILET SIGN OCCUPIED OR VACANT",1,"8/12/2011 16:36",2.46,NA,"United Kingdom"
"413154","572307","23157","SET OF 6 NATIVITY MAGNETS ",12,"10/23/2011 15:23",2.08,16905,"United Kingdom"
"35891","539437","22451","SILK PURSE BABUSHKA RED",1,"12/17/2010 14:54",6.77,NA,"United Kingdom"
"224160","556507","22440","BALLOON WATER BOMB PACK OF 35",20,"6/13/2011 9:55",0.42,12567,"France"
"439175","574356","79321","CHILLI LIGHTS",22,"11/4/2011 10:48",12.46,NA,"United Kingdom"
"427064","573373","23508","MINI PLAYING CARDS DOLLY GIRL ",1,"10/30/2011 13:37",0.42,14684,"United Kingdom"
"240819","558116","22381","TOY TIDY PINK POLKADOT",1,"6/27/2011 9:11",4.96,NA,"United Kingdom"
"94554","544393","22382","LUNCH BAG SPACEBOY DESIGN ",5,"2/18/2011 11:56",1.65,16393,"United Kingdom"
"235762","557644","20733","GOLD MINI TAPE MEASURE ",1,"6/21/2011 17:06",0.83,NA,"United Kingdom"
"138578","548203","22977","DOLLY GIRL CHILDRENS EGG CUP",16,"3/29/2011 16:40",2.95,NA,"United Kingdom"
"342696","566912","85099C","JUMBO  BAG BAROQUE BLACK WHITE",10,"9/15/2011 14:05",2.08,14367,"United Kingdom"
"351967","567670","22384","LUNCH BAG PINK POLKADOT",1,"9/21/2011 15:32",4.13,NA,"United Kingdom"
"115483","546123","84947","ANTIQUE SILVER TEA GLASS ENGRAVED",72,"3/9/2011 14:49",1.06,16419,"United Kingdom"
"38417","539567","22560","TRADITIONAL MODELLING CLAY",96,"12/20/2010 11:58",1.06,13104,"United Kingdom"
"216631","555851","23148","MINIATURE ANTIQUE ROSE HOOK IVORY",1,"6/7/2011 13:37",0.83,13050,"United Kingdom"
"292627","562558","21671","RED SPOT CERAMIC DRAWER KNOB",6,"8/5/2011 16:43",1.25,13451,"United Kingdom"
"13626","537434","22589","CARDHOLDER GINGHAM STAR",3,"12/6/2010 16:57",5.06,NA,"United Kingdom"
"518895","580127","22576","SWALLOW WOODEN CHRISTMAS DECORATION",12,"12/1/2011 17:51",0.85,14911,"EIRE"
"342205","566847","21791","VINTAGE HEADS AND TAILS CARD GAME ",3,"9/15/2011 11:57",1.25,15005,"United Kingdom"
"501652","578827","23571","TRADITIONAL NAUGHTS & CROSSES",3,"11/25/2011 14:25",3.29,NA,"United Kingdom"
"263480","559991","21936","RED RETROSPOT PICNIC BAG",2,"7/14/2011 12:29",2.95,14527,"United Kingdom"
"471709","576649","21790","VINTAGE SNAP CARDS",6,"11/16/2011 10:32",0.85,16008,"United Kingdom"
"298577","563024","23166","MEDIUM CERAMIC TOP STORAGE JAR",12,"8/11/2011 13:41",1.25,14639,"United Kingdom"
"50029","540543","82582","AREA PATROLLED METAL SIGN",6,"1/9/2011 15:23",2.1,14395,"United Kingdom"
"254150","559297","23307","SET OF 60 PANTRY DESIGN CAKE CASES ",12,"7/7/2011 12:36",0.55,16743,"United Kingdom"
"256021","559422","51014L","FEATHER PEN,LIGHT PINK",24,"7/8/2011 12:00",0.39,12553,"France"
"32405","539074","22894","TABLECLOTH RED APPLES DESIGN ",1,"12/15/2010 17:15",8.5,NA,"United Kingdom"
"135723","547910","22252","BIRDCAGE DECORATION TEALIGHT HOLDER",4,"3/28/2011 12:23",1.25,14159,"United Kingdom"
"232089","557303","23156","SET OF 5 MINI GROCERY MAGNETS",12,"6/19/2011 14:36",2.08,12450,"Spain"
"498065","578509","21429","RED GINGHAM ROSE JEWELLERY BOX",8,"11/24/2011 13:17",1.95,12705,"Germany"
